# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_11	cds	161621	162454	+	COILCL_02796	cysT	sulfate/thiosulfate ABC transporter permease CysT	COG:COG0555, COG:P, EC:7.3.2.-, GO:0005886, GO:0015419, GO:0016020, GO:0055085, GO:1902358, RefSeq:WP_032434851.1, SO:0001217, UniParc:UPI00044E152B, UniRef:UniRef100_A0A919LSJ0, UniRef:UniRef50_P16701, UniRef:UniRef90_P16701
contig_11	cds	162454	163329	+	COILCL_02797	cysW	sulfate/thiosulfate ABC transporter permease CysW	COG:COG4208, COG:P, EC:7.3.2.-, GO:0005886, GO:0015419, GO:0015709, GO:0016020, GO:0035796, GO:0055085, GO:1902358, KEGG:K02047, RefSeq:WP_002913625.1, SO:0001217, UniParc:UPI0001576825, UniRef:UniRef100_A0A0H3GVX8, UniRef:UniRef50_P0AEB0, UniRef:UniRef90_P0AEB0
contig_11	cds	163319	164413	+	COILCL_02798	cysA	sulfate/thiosulfate ABC transporter ATP-binding protein CysA	COG:COG1118, COG:P, EC:7.3.2.-, EC:7.3.2.3, GO:0005524, GO:0015419, GO:0016020, GO:0016887, GO:0043190, GO:0102025, GO:1902358, RefSeq:WP_002913623.1, SO:0001217, UniParc:UPI0001576824, UniRef:UniRef100_A0A378A3G1, UniRef:UniRef50_P16676, UniRef:UniRef90_P16676
contig_11	cds	164532	165443	+	COILCL_02799	cysM	cysteine synthase CysM	COG:COG0031, COG:E, EC:2.5.1.47, GO:0004124, GO:0006535, RefSeq:WP_032434853.1, SO:0001217, UniParc:UPI000449173B, UniRef:UniRef100_A0AAW9UHU0, UniRef:UniRef50_P16703, UniRef:UniRef90_A0A0S4G3Z1
contig_11	cds	165440	165835	-	COILCL_02800	yybH	SnoaL-like domain-containing protein	COG:COG4319, COG:T, RefSeq:WP_004145609.1, SO:0001217, UniParc:UPI0001B74C1B, UniRef:UniRef100_W9BBV7, UniRef:UniRef50_A0A381C895, UniRef:UniRef90_A0A0H3H191
contig_11	cds	165976	167274	-	COILCL_02801	ptsJ	transcriptional regulator PtsJ	COG:COG1167, COG:KE, GO:0003700, GO:0006355, RefSeq:WP_016947274.1, SO:0001217, UniParc:UPI000300897C, UniRef:UniRef100_A0AAJ5PPG9, UniRef:UniRef50_A0A081M3T4, UniRef:UniRef90_A0A081M3T4
contig_11	cds	167357	168223	+	COILCL_02802	pdxK	pyridoxine/pyridoxal/pyridoxamine kinase	COG:COG2240, COG:H, EC:2.7.1.35, GO:0008478, GO:0009443, KEGG:K00868, RefSeq:WP_004174917.1, SO:0001217, UniParc:UPI0001576820, UniRef:UniRef100_W9BIQ3, UniRef:UniRef50_P40191, UniRef:UniRef90_A0A087FQG5
contig_11	cds	168220	168459	+	COILCL_02803		Cytoplasmic protein	RefSeq:WP_002913605.1, SO:0001217, UniParc:UPI000157681F, UniRef:UniRef100_A0A0H3GWF9, UniRef:UniRef50_A8ADH3, UniRef:UniRef90_A0A0H3GWF9
contig_11	cds	168501	169010	-	COILCL_02804	crr	PTS glucose transporter subunit IIA	COG:COG2190, COG:G, EC:2.7.1.199, GO:0005737, GO:0009401, GO:0016301, GO:0046872, RefSeq:WP_000522253.1, SO:0001217, UniParc:UPI0000059AF8, UniRef:UniRef100_P0A283, UniRef:UniRef50_P0A283, UniRef:UniRef90_P0A283
contig_11	cds	169053	170780	-	COILCL_02805	ptsI	phosphoenolpyruvate-protein phosphotransferase PtsI	COG:COG1080, COG:G, EC:2.7.3.9, GO:0005829, GO:0008965, GO:0009401, GO:0016301, GO:0042802, GO:0046872, RefSeq:WP_002913506.1, SO:0001217, UniParc:UPI0001A586C1, UniRef:UniRef100_A0A0H3H186, UniRef:UniRef50_P08839, UniRef:UniRef90_P08839
contig_11	cds	170825	171082	-	COILCL_02806	ptsI	phosphoenolpyruvate-protein phosphotransferase PtsI	COG:COG1925, COG:TG, EC:2.7.1.202, EC:2.7.3.9, GO:0005737, GO:0009401, KEGG:K23993, RefSeq:WP_002913505.1, SO:0001217, UniParc:UPI00001328F1, UniRef:UniRef100_P16481, UniRef:UniRef50_P16481, UniRef:UniRef90_P16481
contig_11	cds	171463	172434	-	COILCL_02807	cysK	cysteine synthase A	COG:COG0031, COG:E, EC:2.5.1.47, GO:0004124, GO:0005737, GO:0006535, GO:0080146, RefSeq:WP_002913498.1, SO:0001217, UniParc:UPI0000DAC8A0, UniRef:UniRef100_A0A0H3GWF8, UniRef:UniRef50_P0ABK5, UniRef:UniRef90_P0ABK5
contig_11	cds	172611	173372	-	COILCL_02808	cysZ	sulfate transporter CysZ	COG:COG2981, COG:EP, GO:0000103, GO:0005886, GO:0015116, RefSeq:WP_004174922.1, SO:0001217, UniParc:UPI000157681D, UniRef:UniRef100_A0A378A3H0, UniRef:UniRef50_P12673, UniRef:UniRef90_A0A9P3P8M9
contig_11	cds	173603	174664	+	COILCL_02809	zipA	cell division protein ZipA	COG:COG3115, COG:D, GO:0000917, GO:0005515, GO:0005886, GO:0016020, GO:0032153, GO:0043093, KEGG:K03528, RefSeq:WP_004180822.1, SO:0001217, UniParc:UPI000218606F, UniRef:UniRef100_A0A378A3Q1, UniRef:UniRef50_P77173, UniRef:UniRef90_A6TC48
contig_11	cds	174734	176749	+	COILCL_02810	ligA	NAD-dependent DNA ligase LigA	COG:COG0272, COG:L, EC:6.5.1.2, GO:0003677, GO:0003911, GO:0005829, GO:0006260, GO:0006281, GO:0006288, GO:0046872, RefSeq:WP_004180820.1, SO:0001217, UniParc:UPI000157681B, UniRef:UniRef100_A6TC47, UniRef:UniRef50_P15042, UniRef:UniRef90_P15042
contig_11	cds	176790	176969	+	COILCL_02811		Cytoplasmic protein	COG:COG3530, COG:S, KEGG:K09954, RefSeq:WP_152875827.1, SO:0001217, UniParc:UPI00044E0BED, UniRef:UniRef100_A0A0H3GWF7, UniRef:UniRef50_Q8Z4W5, UniRef:UniRef90_L0M1S6
contig_11	cds	176966	177964	-	COILCL_02812	yfeH	Bile acid:sodium symporter	COG:COG0385, COG:R, RefSeq:WP_002913439.1, SO:0001217, UniParc:UPI0001576762, UniRef:UniRef100_A0A0H3GRD0, UniRef:UniRef50_P39879, UniRef:UniRef90_A0A806XCS5
contig_11	cds	178053	178979	+	COILCL_02813	yfeR	LysR family transcriptional regulator YfeR	COG:COG0583, COG:K, RefSeq:WP_002913438.1, SO:0001217, UniParc:UPI0001A586BD, UniRef:UniRef100_A0A0H3H176, UniRef:UniRef50_P0ACR7, UniRef:UniRef90_A0A377YHJ0
contig_11	tRNA	179064	179138	-	COILCL_02814	trnK	tRNA-Lys(ttt)	SO:0000265
contig_12	cds	48	905	+	COILCL_02815	dmsC	Selenate reductase chain ynfH	COG:C, COG:COG3302, KEGG:K07312, RefSeq:WP_029497216.1, SO:0001217, UniParc:UPI00044C2F4E, UniRef:UniRef100_A0A9Q4TX95, UniRef:UniRef50_P18777, UniRef:UniRef90_W8V0H2
contig_12	cds	947	1555	+	COILCL_02816	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, COG:O, RefSeq:WP_004152236.1, SO:0001217, UniParc:UPI000241E423, UniRef:UniRef100_A0A0H3GT23, UniRef:UniRef50_P69853, UniRef:UniRef90_A0A0H3GT23
contig_12	cds	1689	2984	+	COILCL_02817	clcB	voltage-gated ClC-type chloride channel ClcB	COG:COG0038, COG:P, GO:0005247, GO:0006821, GO:0010447, GO:0016020, RefSeq:WP_004148305.1, SO:0001217, UniParc:UPI00015760EE, UniRef:UniRef100_A0A0H3GMY7, UniRef:UniRef50_A0A2L1C0B0, UniRef:UniRef90_A0A378C7A3
contig_12	cds	2937	3632	-	COILCL_02818	bioD	dethiobiotin synthase	COG:COG0132, COG:H, EC:6.3.3.3, GO:0000287, GO:0004141, GO:0005524, GO:0009102, KEGG:K01935, RefSeq:WP_002903703.1, SO:0001217, UniParc:UPI00015760ED, UniRef:UniRef100_A0A086I810, UniRef:UniRef50_P0A6E9, UniRef:UniRef90_A0A086I810
contig_12	cds	3760	4983	-	COILCL_02819		Transcriptional regulator Mic	KEGG:K15545, RefSeq:WP_004143132.1, SO:0001217, UniParc:UPI00015760EC, UniRef:UniRef100_A0A0H3GPG5, UniRef:UniRef50_P50456, UniRef:UniRef90_A0A486PM91
contig_12	cds	5104	6006	-	COILCL_02820	lysR	LysR family transcriptional regulator YnfL	COG:COG0583, COG:K, KEGG:K21757, RefSeq:WP_002903700.1, SO:0001217, UniParc:UPI00015760EB, UniRef:UniRef100_A0A0H3GSH4, UniRef:UniRef50_P77559, UniRef:UniRef90_A0A085DGX1
contig_12	cds	6137	7387	+	COILCL_02821	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_004176293.1, SO:0001217, UniParc:UPI00015760EA, UniRef:UniRef100_A0A1V8GVJ2, UniRef:UniRef50_P43531, UniRef:UniRef90_A0A285B4I7
contig_12	cds	7727	9214	+	COILCL_02822	ypwA	Metal-dependent carboxypeptidase	COG:COG2317, COG:O, EC:3.4.17.19, KEGG:K01299, RefSeq:WP_002903695.1, SO:0001217, UniParc:UPI0001B75706, UniRef:UniRef100_A0A0W8ATC1, UniRef:UniRef50_A0A377YK63, UniRef:UniRef90_A0A377YK63
contig_12	cds	9391	9762	-	COILCL_02823		hypothetical protein	SO:0001217, UniParc:UPI0002410D04, UniRef:UniRef100_A0A0C7KID9, UniRef:UniRef50_A0A0H3HC69, UniRef:UniRef90_A0A0J2G704
contig_12	cds	10158	10262	-	COILCL_02824	eamA	EamA family transporter	SO:0001217, UniParc:UPI0001576097, UniRef:UniRef100_A0A377ZQ56, UniRef:UniRef50_A0A377ZQ56, UniRef:UniRef90_A0A377ZQ56
contig_12	cds	10744	11556	+	COILCL_02825	eMpr	Serine protease	COG:COG3591, COG:O, RefSeq:WP_002903687.1, SO:0001217, UniParc:UPI0001576096, UniRef:UniRef100_A0A0H3GMY0, UniRef:UniRef50_P76176, UniRef:UniRef90_A0A0H3GMY0
contig_12	cds	11730	12059	-	COILCL_02826	kpnF	multidrug efflux SMR transporter subunit KpnF	BlastRules:WP_002903683, COG:COG2076, COG:V, GO:0005886, GO:0015199, GO:0015220, GO:0015297, GO:0015606, GO:0015848, GO:0016020, GO:0031460, RefSeq:WP_002903683.1, SO:0001217, UniParc:UPI0001576095, UniRef:UniRef100_A6T8S6, UniRef:UniRef50_A6T8S6, UniRef:UniRef90_A6T8S6
contig_12	cds	12046	12408	-	COILCL_02827	kpnE	multidrug efflux SMR transporter subunit KpnE	BlastRules:WP_004179723, COG:COG2076, COG:V, GO:0005886, GO:0015199, GO:0015220, GO:0015297, GO:0015606, GO:0015848, GO:0016020, GO:0031460, KEGG:K11743, RefSeq:WP_002903681.1, SO:0001217, UniParc:UPI0001576094, UniRef:UniRef100_A6T8S5, UniRef:UniRef50_P69212, UniRef:UniRef90_A6T8S5
contig_12	cds	12851	13885	+	COILCL_02828	perM	AI-2E family transporter	COG:COG0628, COG:R, KEGG:K11744, RefSeq:WP_002903679.1, SO:0001217, UniParc:UPI0001576093, UniRef:UniRef100_W9BGN7, UniRef:UniRef50_P0AFS5, UniRef:UniRef90_A0A225TXJ6
contig_12	cds	14110	15765	+	COILCL_02829	mdcA	malonate decarboxylase subunit alpha	COG:COG4670, COG:I, EC:2.3.1.187, GO:0006810, GO:0015451, GO:0016740, KEGG:K13929, RefSeq:WP_004176297.1, SO:0001217, UniParc:UPI000205CAB7, UniRef:UniRef100_A0A3F3BQH9, UniRef:UniRef50_O06924, UniRef:UniRef90_A0A2M9W8S9
contig_12	cds	15765	16607	+	COILCL_02830	mdcB	triphosphoribosyl-dephospho-CoA synthase	COG:COG1767, COG:H, EC:2.4.2.52, GO:0005524, GO:0016310, GO:0046917, GO:0051191, KEGG:K13930, RefSeq:WP_004143107.1, SO:0001217, UniParc:UPI000012EE06, UniRef:UniRef100_P71422, UniRef:UniRef50_P71422, UniRef:UniRef90_P71422
contig_12	cds	16625	16924	+	COILCL_02831	mdcC	malonate decarboxylase acyl carrier protein	GO:0000036, GO:0005737, RefSeq:WP_004143106.1, SO:0001217, UniParc:UPI00000B1F8D, UniRef:UniRef100_O32712, UniRef:UniRef50_O32712, UniRef:UniRef90_O32712
contig_12	cds	16917	17750	+	COILCL_02832	accD	biotin-independent malonate decarboxylase subunit beta	COG:COG0777, COG:I, EC:4.1.1.87, EC:4.1.1.88, GO:0003989, GO:0005975, GO:0006633, GO:0009317, GO:0016831, KEGG:K13932, RefSeq:WP_032435353.1, SO:0001217, UniParc:UPI000446A058, UniRef:UniRef100_A0AAX3FCH5, UniRef:UniRef50_A0A0E1GWJ1, UniRef:UniRef90_A0A0E1GWJ1
contig_12	cds	17750	18550	+	COILCL_02833	mdcE	biotin-independent malonate decarboxylase subunit gamma	EC:4.1.1.88, GO:0005975, RefSeq:WP_004224637.1, SO:0001217, UniParc:UPI00000B9DCF, UniRef:UniRef100_A0A377ZS51, UniRef:UniRef50_A0A5B0G6J6, UniRef:UniRef90_A0A8B6IN67
contig_12	cds	18687	19646	+	COILCL_02834	yfdV	AEC family transporter	COG:COG0679, COG:R, KEGG:K13936, RefSeq:WP_004148291.1, SO:0001217, UniParc:UPI00000B2098, UniRef:UniRef100_A0A0H3GMW9, UniRef:UniRef50_A0A0H3CSN5, UniRef:UniRef90_A0A564L3K2
contig_12	cds	19650	20267	+	COILCL_02835	mdcG	malonate decarboxylase holo-ACP synthase	EC:2.7.7.66, GO:0016779, KEGG:K13934, RefSeq:WP_004152239.1, SO:0001217, UniParc:UPI00000B813B, UniRef:UniRef100_P71426, UniRef:UniRef50_P71426, UniRef:UniRef90_P71426
contig_12	cds	20267	21169	+	COILCL_02836	mdcH	malonate decarboxylase subunit epsilon	COG:COG0331, COG:I, GO:0016740, RefSeq:WP_023280028.1, SO:0001217, UniParc:UPI0003BEBECC, UniRef:UniRef100_A0AAX3FC63, UniRef:UniRef50_A0A0C7KEC6, UniRef:UniRef90_A0A0C7KEC6
contig_12	cds	21159	22085	-	COILCL_02837	mauR	Malonate utilization transcriptional regulator	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0032993, KEGG:K13928, RefSeq:WP_002903632.1, SO:0001217, UniParc:UPI00000BC88F, UniRef:UniRef100_A0A0H3GSF7, UniRef:UniRef50_P52684, UniRef:UniRef90_P52684
contig_12	cds	22242	23888	-	COILCL_02838	mqo	malate dehydrogenase (quinone)	COG:COG0579, COG:G, EC:1.1.5.4, GO:0006099, GO:0008924, KEGG:K00116, SO:0001217, UniParc:UPI000445CBBE, UniRef:UniRef100_A0A483EAV9, UniRef:UniRef50_A4WCM3, UniRef:UniRef90_O32719
contig_12	cds	24162	25082	-	COILCL_02839	murQ	Glucokinase regulatory protein	COG:COG2103, COG:M, EC:4.2.1.126, KEGG:K07106, RefSeq:WP_032435355.1, SO:0001217, UniParc:UPI00044C6133, UniRef:UniRef100_A0AAX3FDW6, UniRef:UniRef50_A0A483LUJ8, UniRef:UniRef90_A0A483LUJ8
contig_12	cds	25246	25602	-	COILCL_02840		hypothetical protein	RefSeq:WP_004176301.1, SO:0001217, UniParc:UPI0001576087, UniRef:UniRef100_A0A169Q432, UniRef:UniRef50_A0A0H3GWX3, UniRef:UniRef90_A0A0H3GWX3
contig_12	cds	25758	27374	+	COILCL_02841	citA	histidine kinase	COG:COG3290, COG:T, EC:2.7.13.3, KEGG:K07701, RefSeq:WP_004183910.1, SO:0001217, UniParc:UPI0001576086, UniRef:UniRef100_A0A1S0WER6, UniRef:UniRef50_P0AEC8, UniRef:UniRef90_A0A486T8D6
contig_12	cds	27371	28090	+	COILCL_02842	dcuR	two-component system response regulator DcuR	COG:COG4565, COG:KT, GO:0000160, GO:0003700, RefSeq:WP_004176303.1, SO:0001217, UniParc:UPI0001A58A24, UniRef:UniRef100_W9B7S4, UniRef:UniRef50_P0AD01, UniRef:UniRef90_A0A2X2EL25
contig_12	cds	28071	29021	-	COILCL_02843	apbE2	FAD:protein FMN transferase	COG:COG1477, COG:HO, EC:2.7.1.180, GO:0005737, GO:0016740, GO:0046872, KEGG:K03734, RefSeq:WP_004176304.1, SO:0001217, UniParc:UPI000282F350, UniRef:UniRef100_A0A6B5MCG4, UniRef:UniRef50_B5XRA9, UniRef:UniRef90_B5XRA9
contig_12	cds	29089	31866	-	COILCL_02844		flavocytochrome c	COG:COG3976, COG:R, EC:1.3.1.6, GO:0005737, GO:0010181, GO:0016020, GO:0016156, GO:0016491, RefSeq:WP_032435356.1, SO:0001217, UniParc:UPI00044CC551, UniRef:UniRef100_A0AAX2NGF1, UniRef:UniRef50_B5XRB0, UniRef:UniRef90_B5XRB0
contig_12	cds	32583	34019	+	COILCL_02845		Tartrate:succinate antiporter	RefSeq:WP_002903581.1, SO:0001217, UniParc:UPI0001576026, UniRef:UniRef100_A0A0H3GSE8, UniRef:UniRef90_A0A8R2FEN4
contig_12	cds	34074	35726	+	COILCL_02846	fumA	class I fumarate hydratase FumA	COG:C, COG:COG1951, EC:4.2.1.2, KEGG:K01676, RefSeq:WP_004152246.1, SO:0001217, UniParc:UPI0001576025, UniRef:UniRef100_A0A0H3GSZ2, UniRef:UniRef50_P0AC33, UniRef:UniRef90_A0A0H3GSZ2
contig_12	cds	35889	37505	+	COILCL_02847	mscK	Small-conductance mechanosensitive channel	COG:COG3264, COG:M, RefSeq:WP_032435357.1, SO:0001217, UniParc:UPI00044651EB, UniRef:UniRef100_A0AAW9UG54, UniRef:UniRef50_A0A0H3DN60, UniRef:UniRef90_A0A486UIN1
contig_12	cds	37565	38128	+	COILCL_02848		Putative receptor	SO:0001217, UniRef:UniRef50_A0A377ZHY6
contig_12	cds	38031	38420	-	COILCL_02849	pcaC	4-carboxymuconolactone decarboxylase	COG:COG0599, COG:R, EC:4.1.1.44, GO:0047575, RefSeq:WP_004143067.1, SO:0001217, UniParc:UPI0001576022, UniRef:UniRef100_A0A0H3GWW4, UniRef:UniRef50_A0A089PM24, UniRef:UniRef90_A0A1C3PWI0
contig_12	cds	38413	39177	-	COILCL_02850	pcaD	3-oxoadipate enol-lactonase	COG:COG0596, COG:HR, EC:3.1.1.24, GO:0042952, GO:0047570, RefSeq:WP_004151556.1, SO:0001217, UniParc:UPI0002186880, UniRef:UniRef100_A0A0H3GPC8, UniRef:UniRef50_W8VGZ3, UniRef:UniRef90_W8VGZ3
contig_12	cds	39167	40519	-	COILCL_02851	purB	3-carboxy-cis,cis-muconate cycloisomerase	COG:COG0015, COG:F, EC:5.5.1.2, GO:0019619, GO:0047472, RefSeq:WP_032435358.1, SO:0001217, UniParc:UPI0004468445, UniRef:UniRef100_A0AAX3FC47, UniRef:UniRef50_A0A146AMG0, UniRef:UniRef90_A0A8B6IW46
contig_12	cds	40529	41731	-	COILCL_02852	pcaF	3-oxoadipyl-CoA thiolase	COG:COG0183, COG:I, EC:2.3.1.174, GO:0016747, GO:0019619, RefSeq:WP_004179693.1, SO:0001217, UniParc:UPI00027CD8BF, UniRef:UniRef100_A6T8Q0, UniRef:UniRef50_Q43935, UniRef:UniRef90_A0A7Z8Z9K4
contig_12	cds	41742	42398	-	COILCL_02853	atoA	3-oxoacid CoA-transferase subunit B	COG:COG2057, COG:I, RefSeq:WP_032435359.1, SO:0001217, UniParc:UPI00044E7300, UniRef:UniRef100_A0AAX3FBZ5, UniRef:UniRef50_P0A101, UniRef:UniRef90_A0A087FIQ3
contig_12	cds	42409	43095	-	COILCL_02854	atoD	3-oxoacid CoA-transferase subunit A	COG:COG1788, COG:I, RefSeq:WP_002903522.1, SO:0001217, UniParc:UPI000157601D, UniRef:UniRef100_A0A0H3GWW0, UniRef:UniRef50_Q01103, UniRef:UniRef90_A0A087FIQ2
contig_12	cds	43265	44071	+	COILCL_02855	iclR	Helix-turn-helix domain-containing protein	COG:COG1414, COG:K, KEGG:K02624, RefSeq:WP_004151560.1, SO:0001217, UniParc:UPI000157601C, UniRef:UniRef100_A0A0H3GPC3, UniRef:UniRef50_A0AAP5VI29, UniRef:UniRef90_A0A380SKH6
contig_12	cds	44068	44631	-	COILCL_02856	smrA	DNA endonuclease SmrA	COG:COG2840, COG:JL, RefSeq:WP_004143055.1, SO:0001217, UniParc:UPI000157601B, UniRef:UniRef100_A0A0H3GSD7, UniRef:UniRef50_A0A6D1S538, UniRef:UniRef90_A0A0H3GSD7
contig_12	cds	44733	45641	-	COILCL_02857	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_032435360.1, SO:0001217, UniParc:UPI0003DBA94A, UniRef:UniRef100_A0AAJ5PIT4, UniRef:UniRef50_P77744, UniRef:UniRef90_A0A1S0WIN8
contig_12	cds	45808	47118	+	COILCL_02858	abgB	Putative peptidase, para-aminobenzoyl-glutamate utilization protein	COG:COG1473, COG:R, KEGG:K12940, RefSeq:WP_032435361.1, SO:0001217, UniParc:UPI000450B0A1, UniRef:UniRef100_A0AAX3FBQ0, UniRef:UniRef50_O50173, UniRef:UniRef90_A0A285B4R6
contig_12	cds	47118	48563	+	COILCL_02859	abgB	Peptidase M20 domain-containing protein 2	COG:COG1473, COG:R, RefSeq:WP_032435362.1, SO:0001217, UniParc:UPI00044F7FD8, UniRef:UniRef100_A0AAX3FBP5, UniRef:UniRef50_A0A378BAE0, UniRef:UniRef90_A0A378BAE0
contig_12	cds	48683	50209	+	COILCL_02860	abgT	p-aminobenzoyl-glutamate transporter	COG:COG2978, COG:H, RefSeq:WP_002903400.1, SO:0001217, UniParc:UPI000241018D, UniRef:UniRef100_W8V0M0, UniRef:UniRef50_P46133, UniRef:UniRef90_W8V0M0
contig_12	cds	50242	50400	-	COILCL_02861		Phosphatidate cytidylyltransferase	RefSeq:WP_002903398.1, SO:0001217, UniParc:UPI0001A58A18, UniRef:UniRef100_A0A0H3GSD4, UniRef:UniRef50_A0A0H3GSD4, UniRef:UniRef90_A0A0H3GSD4
contig_12	cds	50693	51208	+	COILCL_02862	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	COG:COG0350, COG:L, EC:2.1.1.63, GO:0003908, GO:0006281, RefSeq:WP_004176326.1, SO:0001217, UniParc:UPI000282F648, UniRef:UniRef100_A0A378B1D2, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_A6T8P1
contig_12	cds	51403	52155	+	COILCL_02863	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005829, GO:0046872, GO:0051539, RefSeq:WP_002903394.1, SO:0001217, UniParc:UPI00018142FB, UniRef:UniRef100_A0A0H3GMU3, UniRef:UniRef50_P0A9E5, UniRef:UniRef90_P0A9E5
contig_12	cds	52294	53244	+	COILCL_02864	uspE	universal stress protein UspE	COG:COG0589, COG:T, RefSeq:WP_002903391.1, SO:0001217, UniParc:UPI0001575FC5, UniRef:UniRef100_A0A0H3GWU9, UniRef:UniRef50_P60005, UniRef:UniRef90_A0A377XWF8
contig_12	cds	53354	53575	-	COILCL_02865	ydiH	YdiH protein	SO:0001217, UniParc:UPI0001A58A16, UniRef:UniRef100_A0A2X3F8A2, UniRef:UniRef50_A0A3S4GZ64, UniRef:UniRef90_A0A2X3F8A2
contig_12	cds	53691	55079	-	COILCL_02866	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	COG:C, COG:COG1282, EC:7.1.1.1, GO:0005886, GO:0006740, GO:0008750, GO:0016020, GO:0050661, GO:0120029, KEGG:K00325, RefSeq:WP_002903386.1, SO:0001217, UniParc:UPI0001575FC3, UniRef:UniRef100_A0A0H3GSA5, UniRef:UniRef50_P0AB67, UniRef:UniRef90_P0AB67
contig_12	cds	55090	56619	-	COILCL_02867	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, EC:7.1.1.1, GO:0005886, GO:0006740, GO:0008750, GO:0016491, GO:0046983, GO:0050661, GO:0120029, GO:1902600, RefSeq:WP_032435363.1, SO:0001217, UniParc:UPI00044B60C8, UniRef:UniRef100_A0AAW9UG39, UniRef:UniRef50_P07001, UniRef:UniRef90_P07001
contig_12	cds	57141	58091	+	COILCL_02868	ydgH	DUF1471 domain-containing protein	RefSeq:WP_002903384.1, SO:0001217, UniParc:UPI0001575FC1, UniRef:UniRef100_A0A0H3GSA0, UniRef:UniRef50_P76177, UniRef:UniRef90_A0A0H3GSA0
contig_12	cds	58269	59651	+	COILCL_02869	potE	Arginine/ornithine antiporter	COG:COG0531, COG:E, KEGG:K03758, RefSeq:WP_004183892.1, SO:0001217, UniParc:UPI0001575FC0, UniRef:UniRef100_W9BGI3, UniRef:UniRef50_P0AAE5, UniRef:UniRef90_A0A085AKS3
contig_12	cds	59688	60410	+	COILCL_02870	folM	dihydromonapterin reductase	COG:COG1028, COG:I, EC:1.5.1.50, GO:0004146, GO:0006730, GO:0016491, RefSeq:WP_032435364.1, SO:0001217, UniParc:UPI0004532AE5, UniRef:UniRef100_A0AAX3FC45, UniRef:UniRef50_A6T8N3, UniRef:UniRef90_A6T8N3
contig_12	cds	60407	60742	-	COILCL_02871	glpM	GlpM family protein	COG:COG3136, COG:S, RefSeq:WP_002903379.1, SO:0001217, UniParc:UPI0001575FBE, UniRef:UniRef100_A0A0H3GWS5, UniRef:UniRef50_P0ACX0, UniRef:UniRef90_A0A0H3GWS5
contig_12	cds	60871	61590	+	COILCL_02872	rstA	two-component system response regulator RstA	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, KEGG:K07661, RefSeq:WP_002903377.1, SO:0001217, UniParc:UPI0001575FBD, UniRef:UniRef100_A0A0H3GP75, UniRef:UniRef50_A0A011P825, UniRef:UniRef90_A0A377ZRN3
contig_12	cds	61435	61749	-	COILCL_02873		hypothetical protein	SO:0001217, UniParc:UPI0003BF2FFB, UniRef:UniRef100_A0A9Q7T393, UniRef:UniRef50_A0A8B6IUU1, UniRef:UniRef90_A0A486P597
contig_12	cds	61831	62193	+	COILCL_02874		DUF1850 domain-containing protein	RefSeq:WP_032435365.1, SO:0001217, UniParc:UPI0004523569, UniRef:UniRef100_A0A919LQS9, UniRef:UniRef50_A0A0H3GS91, UniRef:UniRef90_A0A0H3GS91
contig_12	cds	62450	63751	+	COILCL_02875	rstB	two-component system sensor histidine kinase RstB	EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, KEGG:K07639, RefSeq:WP_004151564.1, SO:0001217, UniParc:UPI000205DDAD, UniRef:UniRef100_A0A0H3GST5, UniRef:UniRef50_A0A3N0G4L4, UniRef:UniRef90_A0A0H3GST5
contig_12	cds	63827	64759	+	COILCL_02876	tus	DNA replication terminus site-binding protein	GO:0003677, GO:0005737, GO:0006274, KEGG:K10748, RefSeq:WP_032435366.1, SO:0001217, UniParc:UPI0004513BE0, UniRef:UniRef100_A0AAW9UGC7, UniRef:UniRef50_P16525, UniRef:UniRef90_A6T8M8
contig_12	cds	64749	66149	-	COILCL_02877	fumC	class II fumarate hydratase	COG:C, COG:COG0114, EC:4.2.1.2, GO:0004333, GO:0006106, GO:0045239, KEGG:K01679, RefSeq:WP_004176339.1, SO:0001217, UniParc:UPI000282F64B, UniRef:UniRef100_A0A9Q4TUN9, UniRef:UniRef50_Q9JTR0, UniRef:UniRef90_A0A0H3GWS1
